# Agent Annotate v42.11 — all 800 currently-annotated NCTs (629 train + 86 val + 85 test)
# Generated 2026-06-03 by merging scripts/dataset_v42_11/{train_dev_corpus_5c8d0aa0431a, val_8d9398b0af66, test_b9301e02fef5}.csv
# Source jobs: 5c8d0aa0431a (train), 8d9398b0af66 (val), b9301e02fef5 (test). Pipeline v42.11.
# The Cohort column identifies the formal train/val/test split (established 2026-05-11).
Cohort,Source Job ID,NCT ID,Study Title,Study Status,Phase,Conditions,Interventions,Classification,Classification Evidence,Classification Sources,Classification Evidence Text,Delivery Mode,Delivery Mode Evidence,Delivery Mode Sources,Delivery Mode Evidence Text,Outcome,Outcome Evidence,Outcome Sources,Outcome Evidence Text,Reason for Failure,Reason for Failure Evidence,Reason for Failure Sources,Reason for Failure Evidence Text,Peptide,Peptide Evidence,Peptide Sources,Peptide Evidence Text,Sequence,Sequence Evidence,Sequence Sources,Sequence Evidence Text
train,5c8d0aa0431a,NCT06923839,"Testing the Potential Metabolic Effect of the Human Gut Bacterial Peptide, RUCILP, in Healthy Men",ACTIVE_NOT_RECRUITING,PHASE1,Healthy Male Adults,"BIOLOGICAL: Test bacterial peptide: RUCILP, OTHER: Placebo",Other,https://clinicaltrials.gov/study/NCT06923839; PMID:42177350; https://doi.org/10.2345/9781570207310.ch1; https://doi.org/10.1021/acssensors.4c03534.s001; https://doi.org/10.2139/ssrn.5053409; https://rxnav.nlm.nih.gov/REST/rxcui/2471608; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT06923839; PMID:42177350; crossref:DOI:10.2345/9781570207310.ch1; crossref:DOI:10.1021/acssensors.4c03534.s001; crossref:DOI:10.2139/ssrn.5053409; rxnorm:2471608; rxnorm:1164457,"The goal of this randomized, double-blinded and placebo-controlled clinical cross-over trial is in healthy men to explore the potential metabolic effects of the naturally occurring gut bacterial po...",Injection/Infusion,https://clinicaltrials.gov/study/NCT06923839; PMID:42177350; https://doi.org/10.2345/9781570207310.ch1; https://doi.org/10.1021/acssensors.4c03534.s001; https://doi.org/10.2139/ssrn.5053409; https://rxnav.nlm.nih.gov/REST/rxcui/2471608; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT06923839; PMID:42177350; crossref:DOI:10.2345/9781570207310.ch1; crossref:DOI:10.1021/acssensors.4c03534.s001; crossref:DOI:10.2139/ssrn.5053409; rxnorm:2471608; rxnorm:1164457,"The goal of this randomized, double-blinded and placebo-controlled clinical cross-over trial is in healthy men to explore the potential metabolic effects of the naturally occurring gut bacterial po...",Active,https://clinicaltrials.gov/study/NCT06923839; PMID:42177350; https://doi.org/10.2345/9781570207310.ch1; https://doi.org/10.1021/acssensors.4c03534.s001; https://doi.org/10.2139/ssrn.5053409; https://rxnav.nlm.nih.gov/REST/rxcui/2471608; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT06923839; PMID:42177350; crossref:DOI:10.2345/9781570207310.ch1; crossref:DOI:10.1021/acssensors.4c03534.s001; crossref:DOI:10.2139/ssrn.5053409; rxnorm:2471608; rxnorm:1164457,"The goal of this randomized, double-blinded and placebo-controlled clinical cross-over trial is in healthy men to explore the potential metabolic effects of the naturally occurring gut bacterial po...",,https://clinicaltrials.gov/study/NCT06923839; PMID:42177350; https://doi.org/10.2345/9781570207310.ch1; https://doi.org/10.1021/acssensors.4c03534.s001; https://doi.org/10.2139/ssrn.5053409; https://rxnav.nlm.nih.gov/REST/rxcui/2471608; https://rxnav.nlm.nih.gov/REST/rxcui/1164457,clinicaltrials_gov:NCT06923839; PMID:42177350; crossref:DOI:10.2345/9781570207310.ch1; crossref:DOI:10.1021/acssensors.4c03534.s001; crossref:DOI:10.2139/ssrn.5053409; rxnorm:2471608; rxnorm:1164457,"The goal of this randomized, double-blinded and placebo-controlled clinical cross-over trial is in healthy men to explore the potential metabolic effects of the naturally occurring gut bacterial po...",True,,,,,,,
train,5c8d0aa0431a,NCT06936605,The Use of Integrin Binding Domain Loaded Hydrogel (RGD) With Minimally Invasive Non-Surgical Technique in Treatment of Periodontal Intrabony Defect (Randomized Clinical Trial Study),NOT_YET_RECRUITING,NA,"Intrabony Defect, Periodontal Diseases, Alveolar Bone Loss",DRUG: RGD Peptide,Other,https://clinicaltrials.gov/study/NCT06936605; PMID:40291940; PMID:36751855; PMID:36661562; PMID:31351492; PMID:38929485; PMID:21314111; https://openalex.org/W2055846825; https://www.ebi.ac.uk/pdbe/entry/pdb/3vi4; https://www.ebi.ac.uk/pdbe/entry/pdb/1ful,clinicaltrials_gov:NCT06936605; PMID:40291940; PMID:36751855; PMID:36661562; PMID:31351492; PMID:38929485; PMID:21314111; openalex:https://doi.org/10.3390/ma3031746; pdbe:PDB:3vi4; pdbe:PDB:1ful,"Periodontal regeneration is a complex process that involves coordinated activities and interactions of many cell types, extracellular matrix, cytokines, and specific growth factors to restore tissu...",Other,https://clinicaltrials.gov/study/NCT06936605; PMID:40291940; PMID:36751855; PMID:36661562; PMID:31351492; PMID:38929485; https://www.ebi.ac.uk/pdbe/entry/pdb/3vi4; https://www.ebi.ac.uk/pdbe/entry/pdb/1ful; https://reporter.nih.gov/search/results/?text_terms=RGD+Peptide,clinicaltrials_gov:NCT06936605; PMID:40291940; PMID:36751855; PMID:36661562; PMID:31351492; PMID:38929485; pdbe:PDB:3vi4; pdbe:PDB:1ful; nih_reporter:NIH:5R01HL105924-15; nih_reporter:NIH:5R01EY034193-03,"Periodontal regeneration is a complex process that involves coordinated activities and interactions of many cell types, extracellular matrix, cytokines, and specific growth factors to restore tissu...",Recruiting,,,,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT06939088,Effect of Tirzepatide on Alcohol Intake and Reward Processing in Patients Diagnosed With Schizophrenia and Alcohol Use Disorder,RECRUITING,PHASE2,"Alcohol Use Disorder, Alcohol Abuse/Dependence, Alcohol Dependence, Alcoholism, Schizophrenia Disorders, Schizophrenia and Disorders With Psychotic Features, Schizophrenia and Schizophrenia Spectrum Psychosis, Schizophrenia","DRUG: Tirzepatide, DRUG: Placebo",Other,,,,Injection/Infusion,https://api.fda.gov,openfda:Tirzepatide,Route: SUBCUTANEOUS,Recruiting,,,,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT06949410,Phase I Trial of a Chimeric (Trastuzumab-like and Pertuzumab-like) HER2 B Cell Peptide Vaccine Emulsified in ISA 720 Adjuvant for Locally Advanced HER2 Positive Breast Cancer,RECRUITING,PHASE1,"Breast Cancer, HER2-positive Breast Cancer",DRUG: HER2 Vaccine,Other,https://clinicaltrials.gov/study/NCT06949410; PMC:12295999; PMC:12197599; PMID:15695410; PMID:34248142; PMID:26406148; PMID:23917950; PMID:31695150; https://reporter.nih.gov/search/results/?text_terms=HER2+Vaccine,clinicaltrials_gov:NCT06949410; PMC:12295999; PMC:12197599; PMID:15695410; PMID:34248142; PMID:26406148; PMID:23917950; PMID:31695150; nih_reporter:NIH:5R01CA289387-02; nih_reporter:NIH:5R01CA285790-03,Arm: HER2 Vaccine Arm - MVF-HER2 266-296 and MVF HER2 597-626 peptide vaccines are combined in 1.5 mg doses of each peptide into a 3.0 mg total dose. This is administered intramuscularly in the glu...,Injection/Infusion,https://clinicaltrials.gov/study/NCT06949410,clinicaltrials_gov:NCT06949410,Arm: HER2 Vaccine Arm - MVF-HER2 266-296 and MVF HER2 597-626 peptide vaccines are combined in 1.5 mg doses of each peptide into a 3.0 mg total dose. This is administered intramuscularly in the glu...,Recruiting,,,,,,,,True,https://clinicaltrials.gov/study/NCT06949410; PMC:12295999; PMC:12197599; PMID:15695410; PMID:34248142; PMID:26406148; https://reporter.nih.gov/search/results/?text_terms=HER2+Vaccine,clinicaltrials_gov:NCT06949410; PMC:12295999; PMC:12197599; PMID:15695410; PMID:34248142; PMID:26406148; nih_reporter:NIH:5R01CA289387-02; nih_reporter:NIH:5R01CA285790-03,Arm: HER2 Vaccine Arm - MVF-HER2 266-296 and MVF HER2 597-626 peptide vaccines are combined in 1.5 mg doses of each peptide into a 3.0 mg total dose. This is administered intramuscularly in the glu...,,,,
train,5c8d0aa0431a,NCT06951074,Autologous Insulin Producing Mesenchymal Stem Cell Transplantation in Youth With Type 1 Diabetes,RECRUITING,"PHASE2, PHASE3","Stem Cells, Type 1 Diabetes",BIOLOGICAL: Insulin producing stem cells infusion,Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT06951074,clinicaltrials_gov:NCT06951074,"BIOLOGICAL: Insulin producing stem cells infusion - 1. Liposuction of the anterior abdominal subcutaneous fat layer of participant
2. Characterization and Identification of mesenchymal stem cells
3...",Recruiting,,,,,,,,False,,,,,,,
train,5c8d0aa0431a,NCT06961825,"The Role of Nutrition in the Rehabilitation of Patients With Eating Disorders After a Vascular Stroke: A Randomized Controlled Trial Investigating the Effect of Protein Supplementation on Functional Recovery, Sarcopenia, Osteopenia, and Nutritional Status in Stroke Patients With Hypoalbuminemia.",NOT_YET_RECRUITING,NA,"Stroke, Hypoalbuminemia, Sarcopenia, Osteopenia, Malnutrition (Calorie), Protein-energy Malnutrition, Functional Decline",DIETARY_SUPPLEMENT: Dietary Supplement,Other,,,,Oral,https://clinicaltrials.gov/study/NCT06961825; PMID:26616119; PMID:34746431; PMID:34083239; PMID:23880483; PMID:30005900; https://doi.org/10.22541/au.177383914.49860394/v1; https://doi.org/10.21203/rs.3.rs-9277244/v1,clinicaltrials_gov:NCT06961825; PMID:26616119; PMID:34746431; PMID:34083239; PMID:23880483; PMID:30005900; biorxiv_medrxiv:DOI:10.22541/au.177383914.49860394/v1; biorxiv_medrxiv:DOI:10.21203/rs.3.rs-9277244/v1,Brief Summary: The main objective of this thesis is to investigate the role of nutrition - specifically the administration of protein supplements (single dose and double dose) - in the rehabilitati...,Recruiting,,,,,,,,False,https://clinicaltrials.gov/study/NCT06961825; PMID:26616119; PMID:34746431; PMID:34083239; PMID:23880483; PMID:30005900; https://doi.org/10.22541/au.177383914.49860394/v1; https://doi.org/10.21203/rs.3.rs-9277244/v1,clinicaltrials_gov:NCT06961825; PMID:26616119; PMID:34746431; PMID:34083239; PMID:23880483; PMID:30005900; biorxiv_medrxiv:DOI:10.22541/au.177383914.49860394/v1; biorxiv_medrxiv:DOI:10.21203/rs.3.rs-9277244/v1,Brief Summary: The main objective of this thesis is to investigate the role of nutrition - specifically the administration of protein supplements (single dose and double dose) - in the rehabilitati...,,,,
train,5c8d0aa0431a,NCT06968845,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled Study of the Safety, Tolerability and Efficacy of Caveolin-1-Scaffolding-Protein-Derived Peptide (LTI-03) in Patients With Idiopathic Pulmonary Fibrosis",RECRUITING,PHASE2,Idiopathic Pulmonary Fibrosis (IPF),"DRUG: LTI-03, DEVICE: Dry Powder Inhaler, DRUG: Placebo",Other,https://clinicaltrials.gov/study/NCT06968845; PMID:41282791; PMID:33037057; PMID:23518691; PMID:9736895; PMID:28526759; PMID:31678794; https://doi.org/10.31525/ct1-nct04233814; https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL6068584/; https://reporter.nih.gov/search/results/?text_terms=LTI-03,clinicaltrials_gov:NCT06968845; PMID:41282791; PMID:33037057; PMID:23518691; PMID:9736895; PMID:28526759; PMID:31678794; crossref:DOI:10.31525/ct1-nct04233814; chembl:CHEMBL6068584; nih_reporter:NIH:5R01CA273328-04,"Rationale: LTI-03 is an experimental medication breathed into the lungs using an inhaler. It is being studied for the treatment of Idiopathic Pulmonary Fibrosis (IPF). IPF is a progressive, fatal l...",Oral,https://clinicaltrials.gov/study/NCT06968845,clinicaltrials_gov:NCT06968845,Arm: (1) 2.5 mg LTI-03 capsule BID - Caveolin-1-Scaffolding-Protein-Derived Peptide,Recruiting,,,,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT06970106,"A Phase 1b Open-Label, Randomized, Single Dose and Repeat Dose Study to Evaluate the Single and Repeat Dose Safety and Tolerability of Intravitreally Administered PYC-001 in Participants With Confirmed OPA1 Mutation-Associated Autosomal Dominant Optic Atrophy",RECRUITING,"PHASE1, PHASE2","OPA1 Gene Mutation, Autosomal Dominant Optic Atrophy, Hereditary Optic Atrophies, Kjer Optic Atrophy",DRUG: PYC-001,Other,https://clinicaltrials.gov/study/NCT06970106; PMID:38845046; PMID:36807624; PMID:37658603; PMID:38294975; PMID:34215024; PMID:41268195; https://doi.org/10.1016/j.solidstatesciences.2009.04.021; https://reporter.nih.gov/search/results/?text_terms=PYC-001,clinicaltrials_gov:NCT06970106; PMID:38845046; PMID:36807624; PMID:37658603; PMID:38294975; PMID:34215024; PMID:41268195; crossref:DOI:10.1016/j.solidstatesciences.2009.04.021; nih_reporter:NIH:1R35GM162385-01; nih_reporter:NIH:5U19AI128949-10,This study aims to gather safety data and determine the optimal dosing regimen for PYC-001 in participants with confirmed OPA1 mutation-associated ADOA. Approximately 18 participants from Australia...,Injection/Infusion,https://clinicaltrials.gov/study/NCT06970106,clinicaltrials_gov:NCT06970106,"Title: A Phase 1b Open-Label, Randomized, Single Dose and Repeat Dose Study to Evaluate the Single and Repeat Dose Safety and Tolerability of Intravitreally Administered PYC-001 in Participants Wit...",Recruiting,,,,,,,,True,https://clinicaltrials.gov/study/NCT06970106; PMID:38845046; PMID:36807624; PMID:37658603; PMID:38294975; PMID:34215024; https://reporter.nih.gov/search/results/?text_terms=PYC-001,clinicaltrials_gov:NCT06970106; PMID:38845046; PMID:36807624; PMID:37658603; PMID:38294975; PMID:34215024; nih_reporter:NIH:1R35GM162385-01; nih_reporter:NIH:5U19AI128949-10,This study aims to gather safety data and determine the optimal dosing regimen for PYC-001 in participants with confirmed OPA1 mutation-associated ADOA. Approximately 18 participants from Australia...,,,,
train,5c8d0aa0431a,NCT06974877,"A Phase 1 Study of Repeat PET/CT Imaging in People With CAPS and Anakinra-Induced Amyloidosis Using Amyloid-Reactive Peptide 124I-AT-01 (124I-p5+14, Iodine-124I-Evuzamitide) to Measure Changes in Organ-Specific Amyloid Load",RECRUITING,PHASE1,"Cryopyrin-Associated Periodic Syndromes, Amyloidosis",DRUG: 124I AT-01,Other,https://clinicaltrials.gov/study/NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; https://openalex.org/W2301090257; https://doi.org/10.1016/j.cardfail.2023.10.202; https://doi.org/10.1007/s00259-016-3321-9; https://reporter.nih.gov/search/results/?text_terms=124I+AT-01,clinicaltrials_gov:NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; openalex:https://doi.org/10.1007/s00259-010-1559-1; crossref:DOI:10.1016/j.cardfail.2023.10.202; crossref:DOI:10.1007/s00259-016-3321-9; nih_reporter:NIH:5R21CA280151-02; nih_reporter:NIH:1P01AI196047-01; nih_reporter:NIH:5R01EB035103-03,"Background:

Anakinra is a drug used to treat people with certain diseases that affect their immune systems. Sometimes anakinra can cause proteins under the skin to clump together. These clumps are...",Injection/Infusion,https://clinicaltrials.gov/study/NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; https://openalex.org/W2301090257; https://doi.org/10.1016/j.cardfail.2023.10.202; https://reporter.nih.gov/search/results/?text_terms=124I+AT-01,clinicaltrials_gov:NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; openalex:https://doi.org/10.1007/s00259-010-1559-1; crossref:DOI:10.1016/j.cardfail.2023.10.202; nih_reporter:NIH:5R21CA280151-02; nih_reporter:NIH:1P01AI196047-01,"Background:

Anakinra is a drug used to treat people with certain diseases that affect their immune systems. Sometimes anakinra can cause proteins under the skin to clump together. These clumps are...",Recruiting,,,,,,,,True,https://clinicaltrials.gov/study/NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; https://openalex.org/W2301090257; https://doi.org/10.1016/j.cardfail.2023.10.202; https://reporter.nih.gov/search/results/?text_terms=124I+AT-01,clinicaltrials_gov:NCT06974877; PMC:12416754; PMID:38541968; PMID:34982366; openalex:https://doi.org/10.1007/s00259-010-1559-1; crossref:DOI:10.1016/j.cardfail.2023.10.202; nih_reporter:NIH:5R21CA280151-02; nih_reporter:NIH:1P01AI196047-01,"Background:

Anakinra is a drug used to treat people with certain diseases that affect their immune systems. Sometimes anakinra can cause proteins under the skin to clump together. These clumps are...",,,,
train,5c8d0aa0431a,NCT06975319,"A Prospective, Randomised, Placebo-controlled, Double-blind First in Human Trial Evaluating the Safety and Immunogenicity of V-212 Administered on Three Occasions in Healthy Adult Volunteers.",ACTIVE_NOT_RECRUITING,EARLY_PHASE1,"Healthy, Immunisation Against Streptococcus Pneumoniae","BIOLOGICAL: V-212 (or Placebo) administered by i.m injection (3 vaccinations) - low dose, BIOLOGICAL: V-212 (or Placebo) administered by i.m injection (3 vaccinations) - medium dose, BIOLOGICAL: V-212 (or Placebo) administered by i.m injection (3 vaccinations) - high dose",Other,https://clinicaltrials.gov/study/NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; PMID:31373537; PMID:22065672; https://rxnav.nlm.nih.gov/REST/rxcui/1305205,clinicaltrials_gov:NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; PMID:31373537; PMID:22065672; rxnorm:1305205,"Virometix AG, is conducting research into a vaccine (V-212) to prevent pneumococcal disease, which is any type of illness caused by infection with a bacterium called Streptococcus pneumoniae (S. pn...",Other,https://clinicaltrials.gov/study/NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; https://rxnav.nlm.nih.gov/REST/rxcui/1305205,clinicaltrials_gov:NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; rxnorm:1305205,"Virometix AG, is conducting research into a vaccine (V-212) to prevent pneumococcal disease, which is any type of illness caused by infection with a bacterium called Streptococcus pneumoniae (S. pn...",Failed - completed trial,https://clinicaltrials.gov/study/NCT06975319; PMID:31373537; PMID:22065672; PMID:33972565; https://openalex.org/W43591453; https://openalex.org/W4390062459; PMID:40696393; PMID:34839993; https://rxnav.nlm.nih.gov/REST/rxcui/1305205,clinicaltrials_gov:NCT06975319; PMID:31373537; PMID:22065672; PMID:33972565; openalex:https://doi.org/10.1007/s40629-014-0032-2; openalex:https://doi.org/10.1038/s44222-023-00141-6; PMID:40696393; PMID:34839993; rxnorm:1305205,"Virometix AG, is conducting research into a vaccine (V-212) to prevent pneumococcal disease, which is any type of illness caused by infection with a bacterium called Streptococcus pneumoniae (S. pn...",Due to covid,https://clinicaltrials.gov/study/NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; PMID:31373537; PMID:22065672; https://rxnav.nlm.nih.gov/REST/rxcui/1305205,clinicaltrials_gov:NCT06975319; PMID:40696393; PMID:34839993; PMID:36055877; PMID:37094803; PMID:34044465; PMID:31373537; PMID:22065672; rxnorm:1305205,"Virometix AG, is conducting research into a vaccine (V-212) to prevent pneumococcal disease, which is any type of illness caused by infection with a bacterium called Streptococcus pneumoniae (S. pn...",True,,,,,,,
train,5c8d0aa0431a,NCT06991738,"Phase 1/2, Open-Label Study of the Safety, Dosimetry and Efficacy of a 3-Dose Regimen of Escalating Doses of 177Lu-DOTA-EB-TATE in Adult Patients With Metastatic, Radioactive Iodine Non-Responsive Oncocytic (Hurthle-Cell) Thyroid Cancer",NOT_YET_RECRUITING,"PHASE1, PHASE2",Thyroid Cancer,"DIAGNOSTIC_TEST: 68Ga-DOTA-TATE PET Scan, OTHER: Amino acid infusions, DRUG: 177Lu-DOTA-EB-TATE",Other,https://clinicaltrials.gov/study/NCT06991738; PMC:12295999; PMID:37801296; PMID:22720902; PMID:37246997; PMID:37969954; PMID:37925662; https://doi.org/10.1186/s41824-024-00227-3; https://reporter.nih.gov/search/results/?text_terms=177Lu-DOTA-EB-TATE,clinicaltrials_gov:NCT06991738; PMC:12295999; PMID:37801296; PMID:22720902; PMID:37246997; PMID:37969954; PMID:37925662; crossref:DOI:10.1186/s41824-024-00227-3; nih_reporter:NIH:5R01CA296305-02; nih_reporter:NIH:5R01CA290859-03,"Background:

Oncocytic (Hurthle cell) thyroid cancer (HTC) is a rare disease with few treatment options. Researchers are developing a radioactive drug that targets a protein that appears in high nu...",Other,,,,Recruiting,,,,,,,,True,,,,,,,
train,5c8d0aa0431a,NCT07007117,Phase 1 Trial of PHOX2B Peptide-Centric Chimeric Antigen Receptor Autologous T Cells (PHOX2B PC-CAR T) for Relapsed Neuroblastoma,RECRUITING,PHASE1,"Refractory Neuroblastoma, Relapsed Neuroblastoma, High-Risk Neuroblastoma",BIOLOGICAL: PHOX2B PC-CAR T Cells,Other,,,,Injection/Infusion,https://clinicaltrials.gov/study/NCT07007117; PMC:12953346; PMC:12265682; PMC:13080470; https://openalex.org/W7149033047; https://openalex.org/W7148688614; https://reporter.nih.gov/search/results/?text_terms=PHOX2B+PC-CAR+T+Cells,clinicaltrials_gov:NCT07007117; PMC:12953346; PMC:12265682; PMC:13080470; openalex:https://doi.org/10.1158/1538-7445.am2026-3707; openalex:https://doi.org/10.1158/1538-7445.am2026-6169; nih_reporter:NIH:5P01CA217959-08; nih_reporter:NIH:5P01CA217959-07,"Neuroblastoma is a tumor of childhood arising from neural crest-derived cells of the developing sympathetic nervous system. While neuroblastomas in young infants often spontaneously regress, childr...",Recruiting,,,,,,,,False,,,,,,,
train,5c8d0aa0431a,NCT07007325,Prospective Feasibility Pilot Study Evaluating the Value of [68Ga]Ga-PENTIXAFOR PET-CT in Patients With Metastatic Small Cell Lung Cancer (SCLC) at Diagnosis and Disease Progression,NOT_YET_RECRUITING,EARLY_PHASE1,Small Cell Lung Carcinoma (SCLC),DRUG: [68Ga]Ga-PentixaFor,Other,,,,Injection/Infusion,,,,Recruiting,,,,,,,,True,https://clinicaltrials.gov/study/NCT07007325; PMID:34121267; PMID:37431251; PMID:33118443; PMID:38360129; PMID:34782341; https://reporter.nih.gov/search/results/?text_terms=[68Ga]Ga-PentixaFor,clinicaltrials_gov:NCT07007325; PMID:34121267; PMID:37431251; PMID:33118443; PMID:38360129; PMID:34782341; nih_reporter:NIH:3R35GM153389-03S1; nih_reporter:NIH:5R01CA258994-05,"Small cell lung cancer (SCLC) accounts for approximately 15% of lung cancers, but remains a cancer with a poor prognosis, often detected at a metastatic stage and associated with a high rate of ear...",,,,
train,5c8d0aa0431a,NCT07012330,A Multicenter Phase II Randomized Controlled Trial Comparing 177Lu-Dotatate/Capecitabine Combination Treatment With 177Lu-Dotatate in Neuroendocrine Tumor Patients,TERMINATED,PHASE2,Neuroendocrine (NE) Tumors,"DRUG: Capecitabine (Xeloda), DRUG: 177Lu-DOTATATE",Other,,,,Other,,,,Terminated,,,,Recruitment issues,,,,True,,,,,,,
val,8d9398b0af66,NCT00001060,A Phase I Trial of HIV-1 C4-V3 Polyvalent Peptide Vaccine in HIV-1 Infected Persons,COMPLETED,PHASE1,HIV Infections,BIOLOGICAL: HIV-1 C4-V3 Polyvalent Peptide Vaccine,Other,https://clinicaltrials.gov/study/NCT00001060; PMID:9708408; PMID:24935650; https://doi.org/10.1089/aid.1995.11.211; https://doi.org/10.1097/00002030-200405210-00015; https://doi.org/10.2210/pdb6mns/pdb; https://reporter.nih.gov/search/results/?text_terms=HIV-1+C4-V3+Polyvalent+Peptide+Vaccine,clinicaltrials_gov:NCT00001060; PMID:9708408; PMID:24935650; crossref:DOI:10.1089/aid.1995.11.211; crossref:DOI:10.1097/00002030-200405210-00015; crossref:DOI:10.2210/pdb6mns/pdb; nih_reporter:NIH:5R01AI113896-05; nih_reporter:NIH:5R01AI113896-04; nih_reporter:NIH:5R01AI113896-03,To determine the safety of immunization with HIV-1 C4-V3 polyvalent peptide vaccine in HIV-infected persons. To determine the proportion of study participants immunized who develop new specificitie...,Injection/Infusion,https://clinicaltrials.gov/study/NCT00001060; PMID:9708408; PMID:24935650; https://doi.org/10.1089/aid.1995.11.211; https://doi.org/10.1097/00002030-200405210-00015; https://doi.org/10.2210/pdb6mns/pdb; https://reporter.nih.gov/search/results/?text_terms=HIV-1+C4-V3+Polyvalent+Peptide+Vaccine,clinicaltrials_gov:NCT00001060; PMID:9708408; PMID:24935650; crossref:DOI:10.1089/aid.1995.11.211; crossref:DOI:10.1097/00002030-200405210-00015; crossref:DOI:10.2210/pdb6mns/pdb; nih_reporter:NIH:5R01AI113896-05; nih_reporter:NIH:5R01AI113896-04,To determine the safety of immunization with HIV-1 C4-V3 polyvalent peptide vaccine in HIV-infected persons. To determine the proportion of study participants immunized who develop new specificitie...,Positive,https://clinicaltrials.gov/study/NCT00001060; PMID:24935650; PMID:9708408; https://doi.org/10.1089/aid.1995.11.211; https://doi.org/10.1097/00002030-200405210-00015; https://doi.org/10.2210/pdb6mns/pdb; https://reporter.nih.gov/search/results/?text_terms=HIV-1+C4-V3+Polyvalent+Peptide+Vaccine,clinicaltrials_gov:NCT00001060; PMID:24935650; PMID:9708408; crossref:DOI:10.1089/aid.1995.11.211; crossref:DOI:10.1097/00002030-200405210-00015; crossref:DOI:10.2210/pdb6mns/pdb; nih_reporter:NIH:5R01AI113896-05; nih_reporter:NIH:5R01AI113896-04; nih_reporter:NIH:5R01AI113896-03,To determine the safety of immunization with HIV-1 C4-V3 polyvalent peptide vaccine in HIV-infected persons. To determine the proportion of study participants immunized who develop new specificitie...,,,,,True,,,,,,,
val,8d9398b0af66,NCT00001564,A Pilot Study of Tumor-Specific Peptide Vaccination and IL-2 With or Without Autologous T Cell Transplantation in Recurrent Pediatric Sarcomas,COMPLETED,PHASE2,"Ewing's Sarcoma, Rhabdomyosarcoma","DRUG: EF-1 Peptide, DRUG: EF-2 Peptide, DRUG: PXFK Peptide, DRUG: E7 Peptide, DRUG: IL-2, DRUG: IL-4, DRUG: GM-CSF, DRUG: CD40 Ligand",Other,https://clinicaltrials.gov/study/NCT00001564; PMID:11836714; PMID:18809757; PMID:29258618; PMID:12898233; PMID:11766350; PMC:10377698; PMC:8345459; https://reporter.nih.gov/search/results/?text_terms=EF-1+Peptide; https://reporter.nih.gov/search/results/?text_terms=EF-2+Peptide,clinicaltrials_gov:NCT00001564; PMID:11836714; PMID:18809757; PMID:29258618; PMID:12898233; PMID:11766350; PMC:10377698; PMC:8345459; nih_reporter:NIH:1R21AG097887-01; nih_reporter:NIH:7R01DK113103-08,"Arm A:

Peripheral blood apheresis by harvesting chemotherapy-naive T cells and populations enriched for professional APCs.

T cells and APCs are separated from the apheresis product using counterc...",Injection/Infusion,https://clinicaltrials.gov/study/NCT00001564,clinicaltrials_gov:NCT00001564,"Arm A:

Peripheral blood apheresis by harvesting chemotherapy-naive T cells and populations enriched for professional APCs.

T cells and APCs are separated from the apheresis product using counterc...",Unknown,https://clinicaltrials.gov/study/NCT00001564; PMID:37509339; PMID:34079226; PMID:11836714; PMID:18809757; PMID:29258618; PMID:12898233; https://doi.org/10.4049/jimmunol.156.10.3911; https://reporter.nih.gov/search/results/?text_terms=EF-1+Peptide; https://reporter.nih.gov/search/results/?text_terms=EF-2+Peptide,clinicaltrials_gov:NCT00001564; PMID:37509339; PMID:34079226; PMID:11836714; PMID:18809757; PMID:29258618; PMID:12898233; crossref:DOI:10.4049/jimmunol.156.10.3911; nih_reporter:NIH:1R21AG097887-01; nih_reporter:NIH:7R01DK113103-08,"Arm A:

Peripheral blood apheresis by harvesting chemotherapy-naive T cells and populations enriched for professional APCs.

T cells and APCs are separated from the apheresis product using counterc...",,,,,True,,,,,,,
